Company,items,industry,description
웰바이오텍,"피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조",상품 중개업,"기업개요
동사와 연결종속회사의 사업부문은 리테일사업, 기타사업, 복합운송사업, 제약·바이오사업의 4개 부문으로 구성되어있음.
당사의 리테일 사업부는 GS리테일, 코리아세븐, CU 등의 CVS 판매채널을 메인 유통채널로, 학교급식, 휴게소, 음식료품점 등에 식음료 및 HMR 상품을 개발 유통하고 있음.
동사는 전국 프랜차이즈 PC방 및 물류망을 통해 제품을 납품하고 있음.
출처 : 에프앤가이드"
코아스,"사무용가구,금속가구 도매,제조",가구 제조업,"기업개요
동사는 1992년 설립된 사무용가구 제조업체임. 동사의 사업부문은 가구제조부문과 공사부문으로 구분됨.
동사의 주요 제품으로는 책상, 서랍, 의자, 캐비넷, 판넬, 기타, 공사 등이 있음.
사무용 가구 시장은 동사를 비롯하여 (주)퍼시스, (주)리바트 3대 메이저 업체를 중심으로 구도를 형성하고 있으며, 2022년 기준 동사의 시장점유율은 15.7%로 산출되었음.
출처 : 에프앤가이드"
코오롱,지주회사,기타 금융업,"기업개요
동사는 1957년 설립되어 1975년 유가증권 시장에 상장했으며, 2009년말 인적분할하여 주요 사업부문을 코오롱인더스트리로 포괄이전하고 투자사업과 임대사업만을 전담하는 지주회사임.
주된 사업은 자회사의 사업내용 경영지도/정리/육성하는 지주사업, 브랜드 상표권 등 지적재산권의 라이센스 사업, 부동산, 각종 용역사업 등.
연결대상 종속법인으로 코오롱글로벌, 코오롱베니트, 코오롱제약 등 5개 주요 종속회사를 포함한 17개사를 보유함.
출처 : 에프앤가이드"
태영건설,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",토목 건설업,"기업개요
동사와 동사의 계열회사는 건설사업부문, 레저사업부문, 임대사업부문, 기타사업부문에서 영업활동을 수행하고 있음.
건설사업부문에는 토목환경, 플랜트, 건축, 주택건설 제품 및 서비스를, 레저사업부문에는 자동차 경주장, 호텔, 콘도, 카트 경기장 서비스를 영위함.
임대 사업부문에는 부동산 임대업을 영위하고 있으며 기타 사업부문에서는 자산관리 및 운영 등을 영위하고 있음.
출처 : 에프앤가이드"
한국종합기술,"토목설계,건축설계,감리,측량/토목건축공사","건축기술, 엔지니어링 및 관련 기술 서비스업","기업개요
1963년 정부의 경제개발계획과 관련하여 설립되어 1994년 한진중공업 계열회사로 편입됨. 2017년 한국종합기술홀딩스로 최대주주가 변경됨.
동사는 상하수도, 환경, 항만, 철도 등 엔지니어링 전 분야에서 기획, 타당성조사, 설계, 분석평가, 감리 등 수행하는 건설엔지니어링 회사임.
매출 대부분은 국내 공공부문에서 발주하는 엔지니어링 용역이며, 해외사업과 관급토목공사 수주로 관련 매출도 일부 발생함.
출처 : 에프앤가이드"
화천기공,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",특수 목적용 기계 제조업,"기업개요
동사는 1945년 설립 이후 공작기계에 전념하는 화천그룹의 모회사임.
대형 공작기계와 차량 부품을 생산하는 유가증권상장사 화천기계와 기어, 척 등을 만드는 코스닥상장사 서암기계, 자동화 설비를 제작하는 TPS Korea와 함께 밸류체인을 구축함.
수치제어 공작기계는 직접 생산 및 수출도 영위. 국내 동시장은 두산, 위아와 동사 등 3사가 과점 체제를 구축 중인데 동사는 25% 내외의 점유율을 꾸준히 유지중임.
출처 : 에프앤가이드"
효성,"스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사",기타 금융업,"기업개요
1966년 11월에 설립된 동사는 2018년 6월 인적분할을 실시, 2019년 1월 1일자로 공정거래법상의 지주회사로 전환됨.
자회사 지분의 관리 및 투자, 연구용역, 그룹CI 관리, 인테리어(안양공장 생산/판매), 물류 용역 등을 주요사업으로 영위함.
주요 종속회사들이 영위하는 사업으로는 효성티앤에스의 정보통신(ATM) 사업, 효성굿스프링스의 펌프 제조 사업, 에프엠케이의 수입차 딜러 사업이 있음.
출처 : 에프앤가이드"
NICE평가정보,"개인 및 기업정보, 솔루션",기타 정보 서비스업,"기업개요
동사는 기업정보 제공 및 컨설팅, 개인신용정보, 자산관리부문에서 수익을 창출함.
개인신용정보사업 및 기업정보사업 성장세가 지속되고 있고 개인신용정보사업에서는 기존 사업영역 지배력 강화 및 신규시장 발굴에 노력하고 있음.
동사는 채권회수 대행 등의 자산관리사업과 개인신용정보 및 솔루션 관련 매출이 전체 사업의 대부분을 차지함. 국내업체 중 유일하게 개인신용정보와 기업신용정보 사업을 모두 영위함.
출처 : 에프앤가이드"
TKG애강,"PB/CPVC 파이프, 연결구",플라스틱제품 제조업,"기업개요
동사는 1990년1월 22일에 설립되었으며 , 2022년 3월 상호의 명칭을 정산애강에서 ""티케이지애강""으로 사명을 변경함.
동사는 PB(급수탕용. 난방)배관재 및 CPVC(소방) 배관재 등 건설, 주택시장에 필수적인 다양한 용도의 배관재를 제조.판매하고 있음.
소방전문기업으로의 성장성 확대를 위하여 스프링클러 헤드 및 밸브류 생산시스템을 구축하여 현재 영업력 강화에 매진하고 있음.
출처 : 에프앤가이드"
국영지앤엠,강화유리,유리 및 유리제품 제조업,"기업개요
동사의 유리가공업은 원자재인 판유리를 판유리 생산업체로부터 구매하여 용도에 맞게 가공하여 건축용, 철도용, 차량용, 인테리어용, 특수시설 보안용 등으로 공급.
다양한 제품을 고객(유리시공업체 포함)에 직접 판매하거나, 직접 상업용, 주택용 건물 프로젝트 수주계약을 하여 시공함.
특수기능형 제품인 방탄유리, SGP초강도필름 접합유리, 발열유리, 순간조광유리, 방범유리, 전자파차폐유리, 차음유리 등이 있음.
출처 : 에프앤가이드"
뉴로메카,"협동로봇, 협동로봇 자동화 플랫폼, 로봇제어기 등",특수 목적용 기계 제조업,"기업개요
제조 공정을 자동화하는데 있어 핵심제품인 협동로봇의 연구 및 개발 사업을 영위함.
구독형 협동로봇 자동화 서비스, 산업용 IoT(사물인터넷) 기반의 협동로봇 원격 유지보수 관리 서비스 등을 구축하여 협동로봇 자동화 생태계 구축에도 힘쓰고 있음.
협동로봇 이외에도 딥러닝 비전솔루션, 자율이동로봇(AMR) 플랫폼, 고속, 고정밀 델타로봇(delta robot) 등 다양한 로봇 제품들을 자체 생산함.
출처 : 에프앤가이드"
대창솔루션,내연기관구조재(선박엔진용MBS),"구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 주강품 및 관련 제품 생산을 영위하고 있으며 사업부문은 주강부문과 초저온산업으로 나뉨.
주강부문에서는 생활안전구조재, 자원채굴설비품, 에너지변환장치품, 수송및산업기기부품소재 등을 생산하고 있으며, 초저온산업부문에서는 초저온 밸브/탱크/파이프 등을 생산하고 있음.
과거 선박용 내연기관 구조재와 선박용 주강품에 매출비중이 높았으나, 사업구조의 다양화를 통해 다양한 산업군의 제품을 개발하여 사업영역을 넓혀가고 있음.
출처 : 에프앤가이드"
동원개발,도급공사,건물 건설업,"기업개요
동사는 건설업 및 주택공급업 등을 영위할 목적으로 1978년 동원주택으로 설립되어 1978년 동원개발로 상호를 변경하고 1994년 코스닥시장에 상장함.
동사는 주택전문 종합건설기업으로서 학교, 빌딩, 도로, 교량등 토목건축공사업 및 주택(APT) 공급업을 영위하고 있음.
동사는 최근 주택사업에서 일광신도시 비스타동원2차, 사하역비스타동원, 동대신역 비스타동원, 시흥장현 동원로얄듀크2차, 화명3차 동원로얄듀크를 준공하였음.
출처 : 에프앤가이드"
동일금속,"크롤러크레인용 트랙슈 어셈블리, 굴삭기용 아이들러 트랙슈 스프링 등",금속 주조업,"기업개요
1984년 설립되었으며 크레인용 트랙슈 어셈블리, 텀블러, 아이들러와 초대형 굴삭기용 트랙슈 등 건설기계 부품을 생산하는 중소기업.
크롤러 크레인용 부품은 미국, 일본으로 전량 수출을 하고 있으며, 굴삭기용 부품은 국내 굴삭기 제조업체 3사와 일본 제조업체 2개사에 공급하고 있음.
크롤러 크레인에 대한 수요는 그 성장가능성은 견고하다고 할 수 있으며, 노후화된 장비의 교체 등으로 크롤러 크레인 수요는 지속적으로 증가하는 중임.
출처 : 에프앤가이드"
디와이피엔에프,뉴메틱 컨베잉 시스템(분체이송시스템),일반 목적용 기계 제조업,"기업개요
동사는 1999년 설립돼 2002년 코스닥 시장에 상장됨. 분체이송시스템의 설계, 제작, 설치 및 시운전을 주 사업으로 하는 전문 엔지니어링업체임.
2020년 9월 24일 창우엠앤디를 인수하여 해당 법인에서는 부동산개발 및 건설업을 영위할 예정임.
주요 매출처는 두산에너빌리티,엘지화학(미국법인),롯데케 미칼,한국중부발전(주),(주)엘지화학이며, 당사 주요 5대 매출처에 대한 매출 비중은 61% 수준임.
출처 : 에프앤가이드"
레드캡투어,"여행알선, 렌터카",여행사 및 기타 여행보조 서비스업,"기업개요
동사는 1992년 12월 주식회사 범한여행으로 설립되어 주식회사 미디어솔루션과 합병 후 동시에 회사명을 주식회사 레드캡투어로 변경함.
여행사업과 렌터카사업을 주요사업으로 영위중임. 종속회사인 Redcaptour Guangzhou Co., Ltd.를 통해 여행알선 및 그와 관련된 사업을 영위함.
렌터카 인가대수는 2018년부터 2022년까지 5년간 연평균성장률 9.2%를 나타내고 있으며, 2023년 3월말 현재 1,209천여대임.
출처 : 에프앤가이드"
메디콕스,XML/SGML 관련 제품 및 솔루션,선박 및 보트 건조업,"기업개요
동사는 2010년 중앙오션과 합병하여 동사 선박의 선수, 선미, 프로펠라보스, 엔진룸 등 특수제작 부문의 블록제작을 주요사업으로 영위하고 있음.
동사의 사업은 조선기자재부문, 전동기 및 발전기부문, 결제대행업으로 구성되어 있음.
동사는 현대중공업 및 현대미포조선등의 1차 협력업체이며, 기술력을 바탕으로 일본, 영국, 미국, 노르웨이 등의 선급협회에서 WPS인증을 취득함.
출처 : 에프앤가이드"
부스타,"관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매","구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 1973년 1월 26일 보일러제조 및 난방기판매를 목적으로 설립되어 산업용 보일러를 생산 및 판매는 업체임.
관류보일러, 진공보일러, 무압보일러, 히트펌프,펠릿, 기타(동체 등)을 주요 제품으로 하고 있음.
특수 가공된 벌지 수관과 반전 연소방식을 채택하였고, 고성능 급수예열기(STS 304/316)를 장착하여 폐 배기가스 열을 회수하여 효율 99%를 달성.
출처 : 에프앤가이드"
사람인,"온라인 채용광고(취업포털), 인재파견, 취업지원 등","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","기업개요
동사는 2005년 10월 7일 설립되었으며, 온라인 기반의 HR서비스를 주요사업으로 영위하고 있음.
2012년 2월 16일 코스닥시장 상장을 승인받아 회사의 주식이 2012년 2월 21일자로 상장되어 코스닥시장에서 매매가 개시함.
동사 및 연결종속회사가 영위하는 채용관련 사업은 온라인 기반의 구인/구직 매칭플랫폼 사업(이하 '매칭 플랫폼 사업')과 오프라인 기반의 아웃소싱 및 헤드헌팅 사업(이하 '오프라인 사업')으로 구성됨.
출처 : 에프앤가이드"
삼일기업공사,도급공사,건물 건설업,"기업개요
미국육군 극동공병단(F.E.D) 발주 공사, 국가 기간 산업인 초정밀 PLANT 공사를 각각 울산 공단 및 여천 공단 내 시공함.
동사의 도급공사는 크게 국내, 해외로 나뉨. 국내 도급 공사의 경우 건축 및 토목 공사로 구분되며, 각각 관급발, 민간발 수주로 구분됨.
국내외 경기의 불황과 부동산경기침체 원자재 가격 상승으로 인해 각종 비용 부담 및 업계 내 경쟁 정도 증가 중. 경쟁력 제고 위해 사전예방 무하자 시공 운동 중임.
출처 : 에프앤가이드"
상지카일룸,"건설업, 고급빌라 건축 및 일반 건축, 주택공급 등",건물 건설업,"기업개요
건설업, 전기공사업 및 정보통신망 구축사업 등을 주요사업으로 영위하고 있으며, 종속회사들이 부동산 개발업, 부동산 공급업 및 폐기물관련업, 유가증권투자업을 영위하고 있음.
건설업은 고급주거시설과 사무용빌딩 등 상업시설을 건설하여 판매 및 공급하고 있으며, 현재 상지리츠빌과 상지카일룸이라는 국내 고급빌라업계 최고의 브랜드를 보유하고 있음.
동사의 영위사업은 경기의존적이며, 정부 정책 및 산업경기변동에 민감하게 반응하는 특성이 있음.
출처 : 에프앤가이드"
성도이엔지,"반도체크린룸 시공, 반도체장비제조","건축기술, 엔지니어링 및 관련 기술 서비스업","기업개요
동사는 1987년 3월 반도체장비 설비공사등을 목적으로 설립되었으며, 2000년 1월 코스닥시장에 상장함.
동사는 수익을 창출하는 주된 사업내용에 따라 하이테크 산업설비 부문과 플랜트 사업부문, 종합건설 시공부문, 부동산 개발 부문 그리고 중개무역 등을 포함하는 기타 사업부문으로 세분화 되어 있음.
동사와 그 종속회사(연결회사)는 서로 유사한 사업과 다른 사업을 제공하는 전략적 사업단위임.
출처 : 에프앤가이드"
쎄트렉아이,"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조","항공기,우주선 및 부품 제조업","기업개요
동사는 위성시스템 개발 및 관련 서비스사업을 영위할 목적으로 1999년 12월 29일 설립되었음.
2008년 6월 13일에 코스닥시장 상장을 승인받아 회사의 주식 이 2008년 6월 13일자로 상장되어 코스닥시장에서 매매가 개시되었음.
지상체 분야에서는 소형/중형/대형위성의 관제 또는 위성으로부터 취득된 정보를수신/처리하기 위한 지상국 장비와 S/W 공급을 핵심사업으로 영위.
출처 : 에프앤가이드"
아스플로,"강관, 피팅, 밸브류 등",일반 목적용 기계 제조업,"기업개요
동사는 2001년 설립되어 일본으로부터 전량 수입에 의존하던 반도체 공정 가스 공급에 사용되는 고청정 튜브를 국내 최초로 국산화함.
극청정 파이프, 밸브, 레귤레이터, 필터 등을 국산화하여 반도체 업체와 반도체 생산용 장비업체에 단품 혹은 모듈형태로 공급함.
부품 소재 분야의 전문성을 바탕으로 2005년부터 삼성전자에 중ㆍ소구경 시공부품을 공급하기 시작하여 SK 하이닉스에도 제품을 공급하고 있음.
출처 : 에프앤가이드"
에이비프로바이오,소형 머시닝센터,특수 목적용 기계 제조업,"기업개요
공작기계의 한 분류인 소형 머시닝센터(MCT) 등을 제작하는 금속절삭기계 제조업을 영위하고 있음.
IT부품산업과 자동차부품산업, 기타 부품산업용 머시닝센터 제조와 머시닝센터의 부분품인 Unit제조를 주력사업으로 하며 바이오사업, CNC 고속가공기, IT장비 사업을 신규로 추진 중임.
디스플레이/반도체 장비 및 이차전지 제조공정의 핵심공정인 Module 공정 개발, 상용화 하면서 이차 전지 장비 사업 및 반도체 장비 사업에 진출함.
출처 : 에프앤가이드"
영풍정밀,"펌프, 밸브, 주물",일반 목적용 기계 제조업,"기업개요
동사는 1983년 1월 20일 영풍정밀공업주식회사로 설립되어 펌프와 밸브 등의 제조 및 판매 등을 주요사업으로 영위함.
펌프사업은 자체 설립한 주물공장을 통해 핵심 부품인 주물품으로부터 가공, 조립 등 전 공정에 있어 자체 생산 하고 있음.
밸브사업은 Metal Seat 및 High Alloy 부문에서 독보적인 기술을 확보하였으며, 울산, 여수, 당진에 퀵서비스센터를 설립함으로써 국내 모든 석유화학 단지들에 대한 영업망을 갖춤.
출처 : 에프앤가이드"
와이지-원,"엔드밀, 탭, 드릴",기타 금속 가공제품 제조업,"기업개요
동사는 절삭공구 제조 및 판매를 주된 목적으로 1981년 12월 최초 설립되었으며 이후 1997년 8월 코스닥시장에 상장됨.
IT기기, 자동차, 선박, 항공기 등을 정밀 가공하는 절삭공구를 제조ㆍ판매하는 것을 주요 사업으로 하고 있음.
절삭공구 산업은 제조업의 기초산업으로 제조업의 성장에 비례하여 꾸준히 성장하여 왔으며 경기 침체기에도 성장세를 유지하는 산업임.
출처 : 에프앤가이드"
우림피티에스,"트랜스미션,감속기,기어전동축 제조",일반 목적용 기계 제조업,"기업개요
동사는 제철.에너지.건설.운반하역.플랜트 등에 적용되는 제철설비/산업용 기어박스와 중장비용 기어박스, 정밀감속기 등 기어박스와 대형정밀기어 등을 생산.판매하고 있음.
동사는 초정밀 기어박스 제품을 생산하기 위하여 꾸준한 투자와 당사가 보유하고 있는 설계 및 제조기술을 적용하여 단기간에 개발을 완료하여 국내외 시장에 공급을 진행하고 있음.
동사는 현재 28건의 특허권과 2건의 상표권을 보유하고 있으며, 해외출원 3건이 심사중임.
출처 : 에프앤가이드"
이크레더블,"전자신용인증서비스(정보),소프트웨어 개발",기타 정보 서비스업,"기업개요
동사는 '신용정보의 이용 및 보호에 관한 법률'에 근거, 신용정보 수집/처리 및 신용정보주체의 신용도/신용거래능력 등을 나타내는 신용정보를 만들어 의뢰인의 조회에 따라 신용정보를 제공하는 서비스를 영위하고 있음.
동사의 사업분야는 신용조회사업, 기업정보사업, 결제형 B2B 사업 등으로 구분됨.
동사는 영위하는 사업과 관련하여 5개의 특허권을 취득하여 보유하고 있음.
출처 : 에프앤가이드"
인선이엔티,건축폐기물처리,폐기물 처리업,"기업개요
동사는1997년 설립되어 건설폐기물 및 사업장 폐기물의 중간처리, 재활용골재판매, 소각처리, 매립처리를 진행하고 있음.
건설폐기물 분야 국내 기업 중 유일하게 비계구조물 해체에서부터 건설폐기물의 수집/운반 및 중간처리, 순환골재 생산, 소각 및 스팀판매, 폐기물의 최종처분(매립)까지 폐기물 일괄처리 기술 및 특허를 보유하고 있음.
종속회사인 인선모터스를 통해 자동차해체재활용 및 파쇄재활용사업을 함께 영위하고 있음.
출처 : 에프앤가이드"
코메론,"줄자, 냉간압연","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","기업개요
1963년 설립되어 2001년 코스닥시장에 상장함. 목적사업으로 금속제 줄자 및 섬유제 줄자 제조업 및 수출입 대행업 등이 있음.
줄자사업부문, 압연사업부분은 경기변동 영향이 적은 반면, 자동차, 가전부문의 수요와 여타 장치산업의 수요에 영향을 많이 받고 있음.
동사의 스테인리스 줄자는 일본시장에서 Tajima에 이어 2위의 인지도를, 미국 시장에서는 Stanley, Lufkin에 이어 3위로 시장선점에 성공함.
출처 : 에프앤가이드"
태광,"각종 배관자재, 관이음쇠류 제조 및 판매",1차 철강 제조업,"기업개요
동사는 1982년 8월 1일에 태광벤드공업주식회사로 설립되었으며 1994년 9월 7일 코스닥시장에 상장함.
영위하는 목적사업으로는 각종 배관자재, 관, 이음쇠류 제조 판매업, 플랜트설계, 제작, 시공업, 기계제작판매 및 설치업 등이 있음.
종속회사가 영위하는 목적사업으로는 부동산 매매 및 임대업, 공연시설 운영 및 대관업, 전시기획 및 제작 유통 판매, 2차전지 생산설비부품 등이 있음.
출처 : 에프앤가이드"
한국정밀기계,"금속절삭가공기계(수치제어식 수평보링머신,오면가공기,수직선반,플로우보링머신),산업기계(전용기,공작기계부품) 제조,판매",특수 목적용 기계 제조업,"기업개요
1998년 설립되었으며 선박엔진에 들어가는 다양한 대형 부품가공기를 생산, 판매하는 대형공작기계 업체임.
동사는 수입에 의존하던 고가 대형공작기계의 대부분을 개발/생산하여, 수입대체 효과 및 기존장비 성능개선 및 발전설비, 중장비산업, 조선산업에 소요되는 대형공작기계의 수요에 대처함.
동사는 우수한 기술력을 바탕으로 대형 CNC 공작기계 전 기종을 자체기술로 개발하였음.
출처 : 에프앤가이드"
협진,기계제조,특수 목적용 기계 제조업,"기업개요
2001년 3월에 화장품 원료의 제조 및 판매를 주요 영업목적으로 설립되었으며, 2021년 7월 협진기계를 흡수합병하고 사명을 ""협진""으로 변경함.
주요 제품으로 스파이럴프리져, 레토르트, 스모크하우스, 스파이럴 쿡 앤 오븐, 해동텀블러 등이 있음.
동사는 '23.01.26 개최된 코스닥시장위원회에서 상장유지로 결정되어 '23.01.27부터 매매거래가 재개되었음.
출처 : 에프앤가이드"
GS건설,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",건물 건설업,"기업개요
동사와 연결회사는 건축주택부문, 신사업부문, 플랜트부문, 인프라부문, ECO사업부문 총 5개의 부문으로 구성되어 있음.
동사는 사무용 빌딩, 생산 시설, 주거 시설, 정유, 석유화학 및 환경 등에 사용되는 설비 등을 건설하는 사업을 영위하고 있음.
연결대상 종속회사에 포함된 회사들이 영위하는 사업으로는 건설업,부가통신업, 건설용역업, 서비스업, 임대업 등이 있음.
출처 : 에프앤가이드"
SK네트웍스,"정보통신 유통, 자동차 관리, 글로벌 트레이딩, 호텔&리조트",기타 전문 도매업,"기업개요
1953년 직물 분야로 출발, 현재는 Global Trading, 휴대폰을 중심으로 한 정보통신유통, 렌터카·정비 중심의 Mobility 서비스, 호텔 서비스, 생활가전 등 다양한 사업들을 영위함.
2018년부터 미국 투자법인을 중심으로 총 20여건, 2,100억원 규모를 투자하여 사업형 투자회사로의 체질 변화를 추진하고 있음.
Trading 분야에서는 2021년 철강 사업을 종료한 후 화학 산업재 중심으로 사업 영역을 조정함.
출처 : 에프앤가이드"
SK렌터카,승용자동차 임대,운송장비 임대업,"기업개요
동사는 1988년 6월 3일에 설립되었으며, 2012년 7월 27일에 유가증권시장에 주식을 상장함.
동사는 수요에 응하여 유상으로 자동차를 임대하는 장기, 중기 및 단기 렌터카 사업과 중고차 판매를 주요 사업으로 영위하고 있음.
동사는 국내 최장의 업력을 보유하고 있는 렌터카 전문기업으로 렌터카와 연계되는 산업군과 다양한 전략적 제휴관계를 보유하고 있으며, 고객은 법인 및 개인에 골고루 분포되어 10% 이상의 매출처는 없음.
출처 : 에프앤가이드"
STX중공업,"조선기자재, 기계부품",일반 목적용 기계 제조업,"기업개요
동사는 2001년 STX에서 소재사업부문이 분사하여 설립되었고, 2013년 (구)STX중공업을 흡수합병하였음.
동사는 디젤엔진, LNG가스엔진, LPG가스엔진 등 다양한 선박엔진 생산실적을 보유하고 있으며, 글로벌 시장에서 선박용 저속엔진의 주요 메이커로서 자리하고 있음.
선박엔진 핵심 부품인 2-ST크랭크샤프트와 터보자처를 자체적으로 생산하고 주요 부품을 조달하여다양한 고객들에게 부품 및 서비스를 제공하고 있음.
출처 : 에프앤가이드"
동양,레미콘/건설공사/산업용 송풍기,"시멘트, 석회, 플라스터 및 그 제품 제조업","기업개요
동사는 1955년 창립이래 다양한 건설유관사업으로 확장하며, 건자재 네트워크, 건설서비스, 인프라엔지니어링을 기반으로 고객이 원하는 최적의 서비스를 제공.
주력 매출 품목은 레미콘이며, 이를 중심으로한 건자재 네트워크는 오랜 시간 축적한 전국 유통망을 구축하고 있음.
레미콘, 골재 등 기초건자재를 넘어서 단열재, 타일, 위생도기, 석고보드 등 마감자재까지 모든 건축자재에 대해 One-Stop 서비스를 제공.
출처 : 에프앤가이드"
삼성물산,"도소매, 건설, 남자용 정장 제조업 등",기타 전문 도매업,"기업개요
동사는 1938년 설립되었으며 2015년 삼성물산과 제일모직을 합병하였음 .
건설/상사/패션/리조트/급식·식자재유통/바이오 산업을아우르는 Global Business Partner 및 Lifestyle Innovator로 더욱 성장해나가고 있음.
매출비중은 21년말 하반기 기준 건설부문 32%, 상사부문 50%, 패션부문 4.5%, 리조트부문 1.5%, 급식/식자재유통 6.7%, 바이오부문 4.1%을 차지
출처 : 에프앤가이드"
성신양회,"시멘트,레미콘 제조","시멘트, 석회, 플라스터 및 그 제품 제조업","기업개요
동사는 1967년 설립되어 시멘트사업과 레미콘사업을 주요사업으로 영위하며, 1976년 유가증권시장에 상장함.
지배회사는 시멘트 제조공장인 단양공장과 저장소인 전국 6개 출하기지를 통해 국내 200여 거래처로 판매하고 있으며 판매 경로는 크게 민수와 관수로 구분됨.
1996년 부강공장 내에 기술연구소를 확대/이전하여 시멘트 및 콘크리트 신제품 개발 연구에 주력하고 있음.
출처 : 에프앤가이드"
한일시멘트,"시멘트, 레미콘, 레미탈","시멘트, 석회, 플라스터 및 그 제품 제조업","기업개요
동사의 주요 사업 내용은 시멘트, 레미탈, 레미콘의 제조 및 판매임. 현재 단양에 위치한 시멘트 제조공장을 비롯하여 그 2차 제품인 레미탈 및 레미콘 제조공장을 운영 중.
또한 기술연구소를 및 연구개발 전담부서를 두고 원재료검토, 기초물성 및 내구성 검토, 공정 생산검토, Mock-up 및 현장적용 등 연구 활동을 진행하고 있음.
시멘트의 경우 국내 판매 뿐 아니라 미크로네시아 및 사이판, 괌 등의 국가로 포장시멘트를 수출 중.
출처 : 에프앤가이드"
한화에어로스페이스,"항공기엔진,특수방산장비 제조/정비사업","항공기,우주선 및 부품 제조업","기업개요
동사 및 종속회사는 고도의 정밀기계분야의 핵심기술을 바탕으로 국내외에서 항공기 및 가스터빈 엔진, 자주포, 장갑차 생산 및 판매를 영위.
또한 CCTV, 칩마운터, 우주발사체, 위성시스템 등의 생산 및 판매와 IT기술을 활용한 서비스 제공을 주요 사업으로 함.
매출은 2023년 1분기 기준 방산사업 55%, 항공엔진 19%, 시큐리티(CCTV) 14% 등으로 이루어져 있음.
출처 : 에프앤가이드"
현대글로비스,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",기타 운송관련 서비스업,"기업개요
동사는 2001년 현대자동차 그룹의 물류 통합에 따른 효율성 추구를 위하여 설립되었으며, 자동차 전문 물류기업으로 성장하였음.
동사가 영위하는 사업은 종합물류업과 유통판매업, 해운업이 있음. 종합물류업은 고객의 화물에 대한 운송 서비스를 제공하는 사업으로 국내물류와 해외물류로 구분됨.
유통판매업은 CKD부품 공급 사업, 도매형태의 중고차 경매와 수출을 하는 중고차사업, 원자재 수출입 및 중계무역을 하는 트레이딩사업으로 구분됨.
출처 : 에프앤가이드"
현대미포조선,"선박수리,선박개조,선박신조",선박 및 보트 건조업,"기업개요
동사는 중형선박 건조부문에서 세계수준의 업체로 성장했으며, 지주회사인 한국조선해양의 R&D 인프라를 통해 시장변화에 지속 대응하고 있음.
석유화학제품 운반선과 중형 컨테이너운반선 등을 중심으로 시장 지배력을 확대하였으며, LPG/에틸렌 운반선 등 고부가 특수 선박시장에도 성공적으로 진출함.
환경 규제 강화에 대비해 친환경/에너지 고효율 디자인 개발을 통한 신규 및 노후선 대체 수요 창출을 판매전략으로 하고 있음.
출처 : 에프앤가이드"
SCI평가정보,"신용조회,채권추심,신용조사",기타 정보 서비스업,"기업개요
1992년 설립된 동사는 신용조사업으로 출발해 민간업계 최초로 채권추심업을 허가 받았으며, 이후 신용평가업, 신용조회업 등으로 사업을 넓힘.
동사는 2016년 1월 1일을 분할기일로 해 신용평가 부문을 단순 물적분할했으며, 분할된 종속회사인 서울신용평가는 신용평가업을 영위함.
주요 서비스로는 개인 및 가족ㆍ기업신용정보, 기업정보, 실명확인, 개인정보보호서비스, 상거래채권, 신용조사, 민원용역대행, 아이핀 서비스 등이 있음.
출처 : 에프앤가이드"
SG&G,생활정보신문,기타 운송관련 서비스업,"기업개요
동사는 1993년 11월 설립되어 2000년 4월 코스닥시장에 상장함. 2008년 3월 28일 회사의 상호를 가로수닷컴에서 SG&G로 변경함.
SG그룹 주요회사들에 대한 동사의 지배회사의 지위가 2020년 1월 1일부로 해지됨.
동사와 종속회사의 사업부문은 물류사업부문(3PL, 국제물류), 자동차부품 제조부문, 금형 제조부문, 원전부품 제조부문 기타사업부문 등으로 나뉨.
출처 : 에프앤가이드"
SGC이테크건설,"건축공사, 플랜트설비, 토목공사",건물 건설업,"기업개요
동사는 석유화학, 정밀화학, 무기화학, 발전, 바이오/제약, 반도체&LCD 등을 영위함.
다양한 산업분야의 플랜트 EPC(Engineering, Procurement, Construction)와 토목 및 건축공사, 주택사업 등을 영위하고 있음.
플랜트 사업부문은 신재생에너지, 석유화학, 정밀화학, LCD&반도체 재료, 발전·에너지 등 관련 분야의 건설 및 엔지니어링서비스를 대상으로 함.
출처 : 에프앤가이드"
