Company,items,industry,중분류,description
위세아이텍,"빅데이터분석, 인공지능, 데이터품질관리 솔루션",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 1990년 9월 설립되어 응용소프트웨어 개발 및 공급업을 주요 사업으로 영위하고 있음.
인공지능 분야에서는 AI 프로세스를 체계화하여 코딩없이 AI 프로젝트를 수행할 수 있는 AI 개발 플랫폼 와이즈프로핏(WiseProphet)을 제공하고 있음.
빅데이터 품질관리부터 분석, AI 예측까지 빅데이터 활용을 위한 토탈 소프트웨어(SW)를 보유하여 고객 수요에 맞게 제공하고 있음.
출처 : 에프앤가이드"
아톤,"모바일금융솔루션, mOTP 개발",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 1999년 10월 13일에 시스템 소프트웨어 개발 및 공급업을 영위할 목적으로 설립되었으며 현재 핀테크 보안 솔루션과 간편인증 서비스를 주 사업으로 영위하고 있음.
제품 및 서비스는 ‘핀테크 보안 솔루션’, ‘핀테크 플랫폼’, ‘티머니 솔루션’, ‘스마트 뱅킹’으로 나뉨.
계열회사는 동사를 포함하여 비즈인포그룹, 케이에프씨, 에이티애널리틱스 등 4개사임. 2019년 10월 17일 코스닥 시장에 상장함.
출처 : 에프앤가이드"
키네마스터,"NexMFW, NexPlayer EMB",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2002년 9월 9일에 응용소프트웨어 개발 및 공급업을 사업목적으로 설립되었음.
동사의 주요 제품은 크게 모바일 동영상 편집앱 키네마스터(KineMaster)와 고품질의 동영상 플레이어를 구현할 수 있는 소프트웨어인 NexPlyaer SDK가 있음.
기존 NexPlayer SDK사업은 2022년도 게임시장에서 신규 매출 확보를 위해 사업을 진행해 나가고 있음.
출처 : 에프앤가이드"
엠아이큐브솔루션,"스마트팩토리 솔루션, 제조지능화 솔루션",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사의 명칭은 '엠아이큐브솔루션 주식회사'라 표기하고, 영문으로는 'MICUBE SOLUTION, INC.'라고 표기함.
소프트웨어 개발 및 판매업 영위를 목적으로 2005년 08월 23일에 설립됨.
기존의 AI Dev/Ops 플랫폼은 기계 학습을 자동으로 진행하는 기술을 탑재한 MLOps(Machine Learning Operations) 플랫폼으로 고도화를 완료함. 차기 버전은 2022년 말까지 개발 완료함.
출처 : 에프앤가이드"
이루온,이동통신 핵심망 및 서비스망 솔루션 개발 공급,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 이동통신 솔루션 및 부가서비스 전문기업으로 1998년 창업된 이래 통신산업에서 핵심 솔루션 및 관련 서비스를 지속적으로 공급하고 있음.
기타 시스템 통합 및 관리업, 정보서비스업 등 스토리지 장비 및 스마트 카드발급/발송 시스템 및 방송분야의 디지털 아카이브 관련 사업을 영위.
기술력과 다양한 제품군에 대한 실적 레퍼런스를 기반으로 국내 이동통신사업자인 KT 및 LG U+ 등에 이동통신 주요 솔루션 및 시스템을 공급함.
출처 : 에프앤가이드"
티라유텍,스마트팩토리 솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 스마트 팩토리 구축에 필요한 SCM, MES 및 설비 자동화 소프트웨어를 공급하고 있음.
동사는 삼성전자, SK하이닉스, 삼성디스플레이, LG화학, 한화큐셀, 현대모비스, 한화테크윈 등 다양한 산업군의 국내 대기업들을 고객으로 확보하고 있음.
동사의 매출 구성은 IT서비스 및 SW 약 73.12%, 상품 약 24.89%, 기타 1.99% 로 이루어져 있음.
출처 : 에프앤가이드"
이노뎁,영상인식 및 데이터플랫폼 솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2008년 1월 설립되었으며, 객체 인식기술을 기반으로 각종 산업에서 요구되는 데이터처리 솔루션을 연구·개발하고 있음.
영상데이터의 처리를 필요로 하는 일련의 하드웨어 및 소프트웨어 일체를 통합하여 플랫폼 형태로 제공함.
대한민국의 지방자치단체 CCTV통합관제센터 시장의 절반 이상을 점유하고 있는 1위 기업으로 관련 업종과 공무원들에게는 확고한 브랜드 영향력을 끼치고 있음.
출처 : 에프앤가이드"
플래티어,E-Commerce Platform 구축,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 기업고객의 디지털 비즈니스를 위한 SW 및 IT서비스를 제공하는 디지털 플랫폼 솔루션 전문기업임.
이커머스 솔루션 사업부문에서는 이커머스 플랫폼의 설계, 구축 및 개발/운영, AI, 빅데이터 등 첨단 IT기술 기반의 마케팅 및 커머스를 위한 SW제품 개발 등 D2C 솔루션 사업을 수행함.
통합 디지털 전환 사업부문에서는 데브옵스/협업 플랫폼 구축 및 컨설팅 등의 사업을 영위함.
출처 : 에프앤가이드"
핸디소프트,"EKP, BPM, 네트워크장비",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 공공기관 및 금융/일반기업을 대상으로 협업과 커뮤니케이션, 프로세스 관리등을 지원하는 B2B 소프트웨어를 개발, 구축 및 서비스하고 있음.
동사의 솔루션은 그룹웨어, 포털, 모바일 등 협업 업무환경 지원을 위한 제품과 BPM, PAL 등 프로세스 자동화를 지원하는 제품 등으로 구분됨.
동사는 축적된 경험과 기술력을 바탕으로 지속적인 제품개발을 진행하며 국내 EKP/BPM 시장에서 강자의 위치를 유지하고 있음.
출처 : 에프앤가이드"
스코넥,"XR 교육/훈련 시스템, VR 게임 콘텐츠 등",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 'XR(eXtended Reality) 교육ㆍ훈련 사업', '메타버스 VR 게임 사업', 'XR 미래 사업' 등 게임 콘텐츠 개발업을 영위하고 있음.
가상 서비스 플랫폼에 대하여 자체 연구를 진행하여 자이로센서, 가속도센서, 지자기센서를 결합한 복합 센서를 독자 개발함.
VR 게임 최초의 건슈팅 게임을 개발, 삼성과의 협력을 통해 세계 최초 VR 게임 ‘모탈블리츠VR’ 상용화에 성공함.
출처 : 에프앤가이드"
엔텔스,운용지원솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2000년 7월 19일에 설립되어 유/무선 통신 서비스 사업자를 위한 운용지원시스템 개발 및 공급을 주요사업으로 하고 있음.
유무선 통신서비스 사업자에게 필요한 서비스 가입, 개통, 고객관리, 상품 관리, 과금 및 정산 관리를 위한 통합운영지원솔루션을 공급·운영함.
SKT, KT, LGU+ 등 국내 이동통신 3사가 주요 고객사이며, 해외 채널 파트너로 삼성전자, KT, SK텔레콤, HP, Cisco, Nokia 등이 있음.
출처 : 에프앤가이드"
영림원소프트랩,"ERP Package, 유지 관리 등",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 전사적자원관리(ERP)솔루션 개발 및 공급 및 유지관리용역의 제공 등을 주요사업으로 영위하고 있음.
1997년 국내 최초로 한국형 ERP 패키지인 'K-System'을 개발,공급 하였으며, 중소기업의 기업정보시스템의 역사와 함께 성장함.
동사의 Cloud 제품은 표준화된 업무프로세스 기반의 패키지형식으로 서비스를 제공하기 때문에, 고객 기업이 별도의 개발을 할 필요가 없으며 설정만으로 편리하게 사용 할 수 있음.
출처 : 에프앤가이드"
링크제니시스,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 시스템 검증 자동화 분야에서 주로 블랙박스 테스팅을 중심으로 사업을 진행하고 있음.
AI 기술을 도입하여 자동화 효율을 향상 시킬 수 있도록 수년간 지속적으로 연구개발을 수행하고 있으며 기존 제품의 기능을 향상 시킨 신 버전을 출시하여 고객사에 공급하고 있음.
생산정보 자동화 산업은 산업의 폐쇄성으로 인하여 신규 업체가 진입하기 매우 어려운 산업이며 당사는 제품의 안정성으로 경쟁우위를 가지고 있음.
출처 : 에프앤가이드"
모니터랩,"웹방화벽,유해사이트솔루션,가시성SSL 솔루션, SASE플랫폼기반 SECaaS",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
B2B SaaS(서비스로서의 소프트웨어) 전문기업으로 자리매김하며 웹방화벽과 보안웹게이트웨이 서비스 분야에서 국내 시장을 리딩하고 있음.
모든 제품에는 자체 개발한 OS인 AIOS를 탑재하고 고성능 Proxy엔진을 탑재하여 인터넷트래픽과 애플리케이션에 대해 완벽한 보안을 제공함.
SECaaS(Security as a Service)형태의 클라우드 보안서비스 개발을 통해 국내 클라우드 보안시장의 흐름을 주도해 오고 있음.
출처 : 에프앤가이드"
웨이버스,금융 지원 서비스,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 공간정보 플랫폼 기반 사업, 공간정보 SI사업, IT컨설팅 및 인프라 구축 사업 등을 영위하고 있음.
지방자치단체와 국토교통부의 업무 시스템(한국토지정보시스템, 부동산종합공부시스템)을 구축하고 운영함.
Cloud Paas 기반의 공간정보 플랫폼인 GeOnPaaS의 경우 다수의 협력업체로부터 국내 유일한 제품기술력을 인정받아 해당시장에서 독보적인 위치를 선점하고 있음.
출처 : 에프앤가이드"
씨이랩,빅데이터플랫폼,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
새로운 데이터 시대를 맞이하여 글로벌 기술기업을 목표로, 대용량 데이터 처리기술을 내재화하여 미래 성장동력을 확보하는데 주력하였음.
국내 최초로 영상데이터의 전처리를 통해 영상데이터를 초고속으로 분석할 수 있는 기술근간을 마련하였음.
성장기와 도약기에 매진한 빅데이터 처리 기반 기술과 AI 솔루션을 토대로 대용량 영상데이터를 초고속으로 분석할 수 있는 AI 플랫폼 사업을 진행 중임.
출처 : 에프앤가이드"
샌즈랩,사이버 위협 인텔리전스(CTI),'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2004년 11월 ""세인트시큐리티""로 설립되었으며, 2021년 7월 1일 ""샌즈랩""으로 사명을 변경함.
다양한 채널로부터 수집한 악성코드 등의 사이버 위협 정보를 인공지능, 빅데이터를 활용한 자체 분석 기술로 자동 분석하고 인텔리전스를 고객에게 제공하는 사업을 영위함.
자체적으로 개발한 malwares.com 이라는 플랫폼을 통해 사이버 위협 인텔리전스를 국내외 다양한 산업군에 정보 제공함.
출처 : 에프앤가이드"
네오리진,네트워크장비공급및인터넷트래픽솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2007년 설립되었고, 2012년 정보보안솔루션 개발 및 판매회사인 (주)정보보호기술을 흡수합병하였음.
동사의 사업 부문은 정보보안사업부문과 게임사업부문으로 구분됨. 정보보안사업에서는 유선보안부문(TESS TMS), 무선보안부문(TESS AIRTMS) 사업을 영위하고 있음.
게임사업부문에서는 2021년 한중합작 방치형 RPG게임인 ‘Idle Angels: 여신전쟁’을 출시하여 서비스하고 있음.
출처 : 에프앤가이드"
산돌,리테일 폰트 등,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 폰트 제작 사업과 클라우드형 폰트 플랫폼 사업을 영위하고 있으며 2022년 10월 코스닥 시장에 상장함.
산돌구름이라는 클라우드형 플랫폼을 자체 개발해 해당 플랫폼을 통해 폰트를 공급하고 있으며 폰트 월간 또는 연간 정액제 구독형 서비스를 통해 수익을 창출함.
최근에는 인공지능 기술을 적용한 폰트검색 서비스를 오픈하였으며, 기존에 묶음형태로 판매하던 폰트를 낱개폰트로도 구매할 수 있도록 하여 고객 만족도를 높여가고 있음.
출처 : 에프앤가이드"
디지캡,"보호솔루션, 방송서비스솔루션 등",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 보호솔루션, 방송서비스 솔루션, N-스크린 솔루션 등의 사업을 영위할 목적으로 2000년에 설립되었으며, 2018년 코스닥시장에 상장됨.
주 고객은 유료방송 사업자와 지상파 방송사업자, 이동통신사업자, 유통플랫폼 사업자 등 각 분야 산업을 주도하고 있는 사업자로 안정적인 고객군을 확보하고 있음.
디지털방송 보호를 위해 방송의 수신을 제어하는 CAS 솔루션과 멀티미디어 콘텐츠를 관리·보호하는 DRM 솔루션을 공급함.
출처 : 에프앤가이드"
아이퀘스트,"패키지 ERP, 구축형 ERP 등",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 중소기업 대상으로 ASP 기반의 SaaS방식의 패키지 소프트웨어와 SI 방식의 구축형ERP 개발 및 판매를 주요사업으로 영위하고 있음.
비대면 관리 형태의 ERP 솔루션으로 데이터 처리와 빅데이터 기반의 인공지능(AI)의 회계처리, 블록체인을 활용한 보안과 계약증빙 기술을 가지고 있음.
소상공인 사업관리부터 중소, 중견기업 ERP까지 규모와 업종에 관계없이 모두 적용 할 수 있는 다양한 제품과 서비스를 가지고 있음.
출처 : 에프앤가이드"
미디어젠,음성인식 소프트웨어 기술개발,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 음성인식 및 음성합성 원천기술 보유 기업으로 음성인식 소프트웨어 개발을 주력 사업으로 영위하고 있음.
음성인식 시스템 설계 및 개발, 사용성 평가, 성능 평가 등 음성인식 전반에 걸친 통합 서비스와 AI 기술 접목을 통한 다양한 영역까지 사업을 확장함.
음성인식 및 시스템 연계/통합에 관련된 모든 Business Area를 포괄하는 사업영역을 전개하고 있음.
출처 : 에프앤가이드"
누리플렉스,"지능형검침인프라(AMI),에너지관리시스템, 플랫폼 SW",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 통신소프트웨어를 기반으로 광범위한 무선통신솔루션의 핵심기술개발과 다양한 제품군으로 사업을 영위할 목적으로 1992년 3월 16일 설립되었음.
동사는 직접 지배하는 계열사는 7개사가 있으며, 계열회사는 현재 비상장 회사임.
동사는 AMI 기술기반의 EMS 분야(AMI-EMS)와 ESS 기반의 EMS분야(ESS-EMS), 태양광 등 에너지 자립섬 구축을 위한 솔루션을 확보하고 있음.
출처 : 에프앤가이드"
토마토시스템,"UI/UX솔루션, 대학정보화사업 SW",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 소프트웨어의 개발 및 판매를 목적으로 2000년10월 27일에 설립되었으며, 본사는 서울특별시 강남구 논현로에 위치하고 있음.
동사는 2020년 11월 30일자로 AI기술 접목 및 사업분야 확장을 위해서 주식회사 솔샘사로부터 빅데이터기반 통합해설 플랫폼 개발사업을 양수하였음. 주요 주주는 이상돈(대표이사, 32%)임.
2021년 10월 14일 코넥스시장에 신규 상장함.
출처 : 에프앤가이드"
브레인즈컴퍼니,IT 인프라 통합관리 솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2000년 3월 16일 IT 인프라 통합 관리 솔루션 개발 및 판매를 주 사업으로 영위할 목적으로 설립됨.
초기 서버 관리로 시작하여 지속적인 버전업을 통해 지능형 IT 인프라 및 서비스 통합관리솔루션인 “Zenius EMS”를 완성함.
IT 인프라 통합관리 솔루션을 개발 공급하며, 솔루션의 업그레이드 버전 출시 및 SaaS 플랫폼, Cloud 모니터링 개발 등을 통한 시장 확대 추진
출처 : 에프앤가이드"
수산아이앤티,"공유단말접속관리서비스, 보안솔루션 등",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
인터넷 관련 소프트웨어의 개발, 판매 및 용역제공 등을 주요 사업으로 영위함.
국내에서 유일하게 트래픽 필터링만으로 인터넷에 연결된 단말 식별이 가능한 기술을 보유하고 있음.
인터넷 접속관리 솔루션 ""eWalker SWG V9""을 기반으로, 메일 메신저 감시 기능을 강화한 ""eWalker DLP V9"", SSL통신 복호화를 가능하게 해주는 ""ePrism SSL VA"" 등을 개발함.
출처 : 에프앤가이드"
인지소프트,"금융솔루션,동기화솔루션",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 이미지 프로세싱 기술 기반의 소프트웨어, ECM, RPA 솔루션 사업을 영위하고 있음.
동사는 광학 문자 인식 기술 및 전자서식 기술을 바탕으로 한 디지털 창구 시스템 및 이미지 시스템, 비대면 본인확인 솔루션 및 RPA솔루션 등 금융권 대상의 SW 솔루션 사업을 주로 영위하고 있음.
동사 솔루션의 주요 타겟 시장은 금융권으로 은행, 증권사, 보험사의 업무 시스템 구축에 활용되고 있음.
출처 : 에프앤가이드"
시큐센,"디지털 금융 서비스 구축, 모바일 보안솔루션, 생체인증 전자서명",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 핀테크 보안기술 전문업체로 2015년 아이티센 계열사로 편입되면서 모바일 보안 전문업체인 바른소프트기술과 합병함. 시스템통합(SI)사업자 아이티센의 자회사임.
2016년 코넥스시장에 상장하며 처음으로 증시에 입성함. 동사의 매출 대부분은 모바일 서비스 및 솔루션 부문에서 발생하고 있음.
통신사와 카드사 등을 대상으로 로그인 도용방지 서비스, 전화번호 안심로그인 서비스, 인증서 유출방지 서비스 등을 제공함.
출처 : 에프앤가이드"
세중,여행,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 1995년 12월에 ""주식회사 한컴리서치""라는 이름으로 설립되어 2000년 6월 코스닥시장에 등록되었음.
주요사업의 내용으로는 여행 사업부문, 에쓰앤씨 사업부문, 정보기술 사업부문을 영위하고 있음.
여행사업은 법인 고객사 임직원의 해외출장 시 개별적인 출장 일정을 총체적으로 담당하여 년간 계약관게로 진행되어 진입장벽이 높아 타사가 진입하기 어려운 시장구조를 갖고 있음.
출처 : 에프앤가이드"
포시에스,기업용 리포팅 소프트웨어 솔루션(OZ-Report 등),'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
웹 및 모바일 환경에서 사용할 수 있는 전자문서 생성 솔루션과 리포팅 솔루션 등을 자체 기술로 개발하여 공공기관, 금융기관, 일반 기업 등에 공급하는 전문 소프트웨어 기업.
현재 클라우드 기반 전자문서 서비스까지 분야를 확대. AI, 챗봇, 블록체인 등을 접목한 지능형 전자문서 플랫폼 연구개발 지속.
주요 제품은 리포트 부문의 OZ Report와 전자문서 부문의 OZ e-Form, eformsign부문의 eFormSign이 있음.
출처 : 에프앤가이드"
시큐브,"시스템보안관리솔루션, 정보유출방지솔루션",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
2000년 설립된 동사는 '전자서명인증기반 Secure OS'기술을 국내 최초로 상용화하여 보안소프트웨어 기술 및 시장에서 경쟁력을 보유하고 있는 기업임.
동사는 현재 보안운영체제(Secure OS) 분야에서 외산 제품의 수입을 상당부분 대체하여 시장 점유율 1위를 확고하게 유지하고 있음.
「모바일인증」, 「Multi-modal 생체인증」분야의 R&D 투자에도 집중하며 응용 서비스 사업영역으로 융합·확장해가고 있음.
출처 : 에프앤가이드"
이니텍,정보보안 및 인증솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 1997년 설립된 금융 보안 전문 기업으로 보안사업과 금융IT사업을 영위하고 있음.
보안사업은 1999년 국내 최초 인터넷뱅킹 통합보안 서비스를 시작으로 암호, 인증 분야에서 공개키기반구조(PKI), DB보안, 통합접근관리(SSO/EAM) 솔루션을 제공하고 있음.
금융IT사업은 SI, ITO, IDC를 통한 ASP 등으로 구성되며 금융기관, 카드사, 보험사 등의 고객사를 대상으로 서비스를 제공하고 있음.
출처 : 에프앤가이드"
핀텔,AI 영상 분석 솔루션 및 소프트웨어,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 소프트웨어 개발 및 공급업을 주요 사업으로 하고 있으며, 스마트 시티와 지능형 교통체계 관련 인공지능 영상분석 솔루션을 개발 및 판매하고 있음.
고화질 영상을 원본 해상도의 손실 없이 실시간으로 분석하는 독보적인 기술을 확보하였음.
동사는 공공 영상분석 시장을 타깃으로 한 AVAX 솔루션을 개발하여 제품화하였으며, 2017년 조달청 우수제품으로 지정되고, 국방부 우수상용품 군용 적합 제품으로 선정됨.
출처 : 에프앤가이드"
알티캐스트,"디지털 방송용 소프트웨어(셋톱박스용 미들웨어 등), CAS(수신제한시스템)",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 1999년 설립된 디지털 방송용 소프트웨어 솔루션 개발 및 공급 기업임. 동사는 휴맥스그룹에 속한 계열회사임.
동사의 주요사업은 디지털 방송용 소프트웨어 사업 및 모빌리티 플랫폼 사업과 종속회사 오윈이 영위하는 인카페이먼트 및 커넥티드카 커머스 사업으로 구성되어 있음.
현재는 Cloud 기반의 방송용 소프트웨어 공급 및 소프트웨어 품질 검증 사업(QA) 등을 집중적으로 추진하고 있음.
출처 : 에프앤가이드"
SGA,"산업용컴퓨터 제조, 판매",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
1997년 설립되어 2001년 코스닥 시장에 상장함. 공공기관, 금융사, 기업 등의 서버, 스토리지를 설계하고 구축, 유지보수하는 것을 주요 사업으로 영위함.
2008년 12월 06일스캐니글로벌과의 합병을 통해 통합보안분야로 사업영역을 확장했고, 이후 M&A와 계열분리 등을 통해 현재의 사업구조를 갖추게 되었음.
정부부처를 비롯한 공공기관 및 금융기관, 기업 등에 IT서비스를 제공함.
출처 : 에프앤가이드"
SGA솔루션즈,보안솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 보안운영체제, 응용보안 및 전자문서 솔루션 사업, 엔드포인트 보안의 정보보안 사업, 모토로라솔루션 무전솔루션판매를 통한 물리보안 사업을 진행중임.
정보보안은 네트워크 보안 시스템 개발, 시스템보안 솔루션 개발 분야의 매출 비중이 높음.
'패치체이서(Patch Chaser)'는 자사의 패치관리시스템으로 국내 최초로 CC인증을 획득하였으며, 현재 공공기관 시장에서 높은 점유율을 차지함.
출처 : 에프앤가이드"
엑스게이트,통합 네트워크 보안 솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
2010년에 설립되었으며 VPN, 방화벽, UTM 등 정보보안을 위한 필수적인 제품을 개발, 생산 및 판매하는 통합 네트워크 보안 솔루션 기업임.
동사는 정보보호산업 내 정보보안 제품 및 서비스, 그 중에서도 네트워크보안 시스템 개발 부분을 주사업으로 영위함.
동사의 주요 제품군은 AXGATE Series, 유무선통합보안솔루션&원격전원제어솔루션, 통합관리시스템(TMS), SSL INSIDE이 있음.
출처 : 에프앤가이드"
코닉오토메이션,금융 지원 서비스(SPAC),'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 제어SW 사업, 스마트팩토리 사업, IT인프라 사업 등을 영위하고 있음.
반도체 설비 제어 SW인 EasyCluster 솔루션은 지난 25년간 전 세계 6,000 Copy 이상 설치되어 안정성 및 효율성을 인정받음.
실험실 자동화 시스템인 K-LAS 솔루션은 2차전지 핵심 소재인 양극재 품질 검사에 최적화 되어 에코프로비엠, 에코프로이엠 등 국내 양극재 소재 회사들에 납품되고 있음.
출처 : 에프앤가이드"
소프트캠프,통합보안솔루션,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
기업의 내부 정보를 지키고 외부 위협을 제거하는 솔루션을 제공하여 기업으로 하여금 안전하게 업무 할수 있는 환경을 제공하는 사업을 영위.
주요 목표시장은 정보유출방지 보안시장으로 DRM 기술을 적용한 문서보안 프로그램(Document Security)과 영역보안 제품인 S-Work.
신규사업으로 클라우드 환경에서 보안을 유지하면서 데이터사용과 협업을 할 수 있는 보안 클라우드 서비스인 Security365 서비스를 런칭.
출처 : 에프앤가이드"
비투엔,"데이터컨설팅, 품질관리 솔루션",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2004년 10월 13일에 설립되어 응용소프트웨어 개발 및 공급업을 주요 사업으로 영위하고 있음. 2014년 12월 23일 비투엔컨설팅에서 비투엔으로 사명을 변경함.
데이터 전략수립, 빅데이터 시스템 설계 및 구축, 데이터 품질관리와 거버넌스 정책 수립, AI/ML 분석 기법을 활용한 컨설팅 및 구축 서비스를 수행하고 있음.
2021년 11월 18일 상상인이안제1호기업인수목적 주식회사와 합병하여 코스닥 시장에 신규상장함.
출처 : 에프앤가이드"
이노룰스,"InnoRules, InnoProduct",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 이노룰스(InnoRules)를 기반으로 하여 사용하는 5가지의 디지털 전환 자동화 SW 솔루션을 공급함.
'디지털 전환 자동화 SW 솔루션'은 디지털 전환을 빠르고 효과적으로 진행시킬 수 있어 금융 분야 뿐 아니라 제조, 공공, 유통, 서비스 등 모든 산업분야에 적용되고 있음.
기업의 디지털 전환 대상(노하우, 규칙, 처리 절차, 정책)을 이노룰스 제품에 탑재하는 것 만으로도 목표했던 디지털 전환을 효율적으로 달성함.
출처 : 에프앤가이드"
비플라이소프트,"아이서퍼, 위고몬 등",'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 1998년 08월 25일에 설립되어 2022년 06월 20일에 코스닥 시장에 상장함.
미디어 빅데이터와 인공지능 기술 기반의 구독형 컨텐츠 서비스 플랫폼을 운영하는 기업으로, 다년간에 걸쳐 국내 최대 규모의 미디어 빅데이터를 구축하였음.
핵심 서비스는 당사 매출액의 75% 이상을 차지하며 B2G, B2B를 주요 거래처로 확보하고 있는 <아이서퍼(Eyesurfer)> SssS 플랫폼을 중심으로 운용되고 있음.
출처 : 에프앤가이드"
휴네시온,망간자료전송(i-oneNet),'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 제품에 대한 판매를 진행하는 솔루션사업본부, 클라우드사업본부와 사업초기 고객환경 분석 및 제안 등을 담당하는 컨설팅그룹을 운영하고 있음.
정보보호 분야의 사업을 주로 하고 있으며 망연계 솔루션 시장에 집중함과 동시에 다양한 보안 솔루션을 제공하는 사업을 영위.
동사가 개발한 보안 솔루션은 서버에 탑재하여 고객사에 공급하고 있어 원재료는 서버의 비중이 가장 높음.
출처 : 에프앤가이드"
와이더플래닛,빅데이터/인공지능 마케팅플랫폼 및 데이터플랫폼,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2010년 7월 17일에 설립하여 소프트웨어, 데이터베이스, 정보처리 및 제공기술, 시스템 개발 등을 주요 사업으로 영위하고 있음.
주로 빅데이터분석 및 인공지능에 기반한 자동화된 프로그래매틱 마케팅 서비스플랫폼을 기업에게 제공하고 마케팅과 광고 성과에 기준하여 수익을 창출하고 있음.
자연어 처리 및 사용자 문맥 인식, 사용자 프로파일링, 성과 예측, 최적화술, 매체 효율 제어, DPA와 같은 핵심 기술들을 개발하고 있음.
출처 : 에프앤가이드"
싸이버원,보안관제 및 보안컨설팅 등,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 정보보안 관련 서비스 사업을 영위하고 있으며, 그 중 보안관제 및 보안 컨설팅을 주력 사업으로 영위함.
동사는 과학기술정보통신부로부터 정보보호 전문서비스 기업으로 지정 및 행정안전부로부터 개인정보영향 평가기관으로 지정되어있음.
동사는 오랜 보안컨설팅 역량을 바탕으로 고객사 비즈니스 및 IT 환경에 필요한 정보보호전략 수립부터 기타 정보보호 운영 지원 등 전 분야에 대한 One Stop Service를 제공하고 있음.
출처 : 에프앤가이드"
지란지교시큐리티,보안 소프트웨어,'소프트웨어 개발 및 공급업',소프트웨어,"기업개요
동사는 2014년 지란지교소프트 보안사업본부에서 분사하여 설립되었음.
보안기술이 적용된 제품을 제조 또는 판매하거나, 보안기술 및 보안제품을 활용하여 재난·재해·범죄 등에 대응하거나 관련 장비·시설을 안전하게 운용하기 위한 모든 서비스 제공과 관련된 사업을 영위하고 있음.
주요 제품군으로는 스팸차단 SW(스팸차단 솔루션), 콘텐츠보안(문서중앙화/보안웹파일서버), 모바일보안(통합모바일보안 솔루션) 3분야가 있음.
출처 : 에프앤가이드"
